Bias,Excitation
-0.996,0.090107
-0.997,0.090476
-0.998,0.089536
-0.999,0.090583
-1,0.090641
-1.001,0.090453
-1.002,0.08981
-1.003,0.090025
-1.004,0.09021
-1.005,0.09087
-1.006,0.090059
-1.007,0.090228
-1.008,0.089556
-1.009,0.090078
-1.01,0.091806
-1.011,0.09002
-1.012,0.091256
-1.013,0.090225
-1.014,0.09046
-1.015,0.090259
-1.016,0.089423
-1.017,0.090838
-1.018,0.09039
-1.019,0.090162
-1.02,0.090313
-1.021,0.089678
-1.022,0.090754
-1.023,0.089356
-1.024,0.089753
-1.025,0.090416
-1.026,0.090134
-1.027,0.089724
-1.028,0.090208
-1.029,0.089831
-1.03,0.090611
-1.031,0.090146
-1.032,0.090466
-1.033,0.089604
-1.034,0.090635
-1.035,0.090217
-1.036,0.090128
-1.037,0.089786
-1.038,0.089671
-1.039,0.090861
-1.04,0.091229
-1.041,0.0895
-1.042,0.090629
-1.043,0.090038
-1.044,0.089977
-1.045,0.090561
-1.046,0.089868
-1.047,0.090295
-1.048,0.090165
-1.049,0.091138
-1.05,0.090077
-1.051,0.089328
-1.052,0.090279
-1.053,0.090516
-1.054,0.090016
-1.055,0.090333
-1.056,0.089426
-1.057,0.090185
-1.058,0.090391
-1.059,0.0902
-1.06,0.090553
-1.061,0.090031
-1.062,0.089841
-1.063,0.090179
-1.064,0.090439
-1.065,0.0901
-1.066,0.090113
-1.067,0.090002
-1.068,0.090992
-1.069,0.089878
-1.07,0.090065
-1.071,0.091141
-1.072,0.089996
-1.073,0.090188
-1.074,0.09011
-1.075,0.090836
-1.076,0.089856
-1.077,0.0896
-1.078,0.089932
-1.079,0.089167
-1.08,0.091263
-1.081,0.090138
-1.082,0.090176
-1.083,0.0898
-1.084,0.090301
-1.085,0.090056
-1.086,0.090182
-1.087,0.090339
-1.088,0.089628
-1.089,0.090005
-1.09,0.09069
-1.091,0.089941
-1.092,0.090031
-1.093,0.08932
-1.094,0.089914
-1.095,0.090939
-1.096,0.090503
-1.097,0.089522
-1.098,0.090054
-1.099,0.089901
-1.1,0.089744
-1.101,0.090834
-1.102,0.090734
-1.103,0.089938
-1.104,0.090762
-1.105,0.090985
-1.106,0.090379
-1.107,0.090036
-1.108,0.089202
-1.109,0.090142
-1.11,0.090185
-1.111,0.090658
-1.112,0.089992
-1.113,0.089667
-1.114,0.090444
-1.115,0.09046
-1.116,0.090143
-1.117,0.090715
-1.118,0.089463
-1.119,0.090628
-1.12,0.090008
-1.121,0.089908
-1.122,0.090092
-1.123,0.090967
-1.124,0.09045
-1.125,0.091355
-1.126,0.090812
-1.127,0.090103
-1.128,0.090395
-1.129,0.090302
-1.13,0.090864
-1.131,0.090042
-1.132,0.090209
-1.133,0.090293
-1.134,0.089939
-1.135,0.091221
-1.136,0.090339
-1.137,0.09027
-1.138,0.090889
-1.139,0.08981
-1.14,0.091006
-1.141,0.089952
-1.142,0.089985
-1.143,0.090606
-1.144,0.090592
-1.145,0.091475
-1.146,0.090659
-1.147,0.090334
-1.148,0.090682
-1.149,0.089416
-1.15,0.090563
-1.151,0.090659
-1.152,0.090028
-1.153,0.090364
-1.154,0.090311
-1.155,0.090766
-1.156,0.090081
-1.157,0.090409
-1.158,0.090513
-1.159,0.090178
-1.16,0.090003
-1.161,0.09081
-1.162,0.090887
-1.163,0.090284
-1.164,0.090343
-1.165,0.090954
-1.166,0.089839
-1.167,0.090838
-1.168,0.090753
-1.169,0.090221
-1.17,0.091404
-1.171,0.091013
-1.172,0.090928
-1.173,0.090783
-1.174,0.090493
-1.175,0.089664
-1.176,0.091077
-1.177,0.090374
-1.178,0.08965
-1.179,0.090548
-1.18,0.091778
-1.181,0.090518
-1.182,0.090582
-1.183,0.09045
-1.184,0.090134
-1.185,0.090787
-1.186,0.090546
-1.187,0.090629
-1.188,0.089982
-1.189,0.090446
-1.19,0.091135
-1.191,0.090377
-1.192,0.090371
-1.193,0.090893
-1.194,0.090423
-1.195,0.090249
-1.196,0.090607
-1.197,0.090698
-1.198,0.090266
-1.199,0.090296
-1.2,0.090414
-1.201,0.090663
-1.202,0.090665
-1.203,0.090121
-1.204,0.090491
-1.205,0.091742
-1.206,0.090757
-1.207,0.090827
-1.208,0.090169
-1.209,0.089891
-1.21,0.090134
-1.211,0.091298
-1.212,0.091148
-1.213,0.09151
-1.214,0.090237
-1.215,0.09106
-1.216,0.090473
-1.217,0.090495
-1.218,0.08986
-1.219,0.090702
-1.22,0.091925
-1.221,0.090731
-1.222,0.090363
-1.223,0.09063
-1.224,0.089503
-1.225,0.091065
-1.226,0.091284
-1.227,0.090701
-1.228,0.091521
-1.229,0.090723
-1.23,0.090635
-1.231,0.090984
-1.232,0.089558
-1.233,0.089221
-1.234,0.090987
-1.235,0.091203
-1.236,0.090227
-1.237,0.091016
-1.238,0.089999
-1.239,0.09025
-1.24,0.091063
-1.241,0.090907
-1.242,0.091016
-1.243,0.09122
-1.244,0.090952
-1.245,0.09049
-1.246,0.090687
-1.247,0.090362
-1.248,0.090396
-1.249,0.090569
-1.25,0.089991
-1.251,0.090424
-1.252,0.090833
-1.253,0.090301
-1.254,0.091168
-1.255,0.09079
-1.256,0.09129
-1.257,0.091076
-1.258,0.090323
-1.259,0.090936
-1.26,0.090367
-1.261,0.090957
-1.262,0.091079
-1.263,0.09066
-1.264,0.090266
-1.265,0.090946
-1.266,0.091163
-1.267,0.090946
-1.268,0.090167
-1.269,0.091429
-1.27,0.08991
-1.271,0.090998
-1.272,0.09122
-1.273,0.090919
-1.274,0.090529
-1.275,0.090697
-1.276,0.091632
-1.277,0.091401
-1.278,0.090498
-1.279,0.090658
-1.28,0.091145
-1.281,0.091375
-1.282,0.091378
-1.283,0.090606
-1.284,0.090963
-1.285,0.090662
-1.286,0.091136
-1.287,0.091644
-1.288,0.090429
-1.289,0.090244
-1.29,0.090369
-1.291,0.091066
-1.292,0.091112
-1.293,0.090519
-1.294,0.091022
-1.295,0.090923
-1.296,0.091145
-1.297,0.091614
-1.298,0.090975
-1.299,0.090332
-1.3,0.091011
-1.301,0.09101
-1.302,0.09122
-1.303,0.090848
-1.304,0.090256
-1.305,0.090627
-1.306,0.090735
-1.307,0.09106
-1.308,0.091432
-1.309,0.091417
-1.31,0.09157
-1.311,0.091184
-1.312,0.091763
-1.313,0.091117
-1.314,0.092182
-1.315,0.090503
-1.316,0.0916
-1.317,0.09156
-1.318,0.090994
-1.319,0.09209
-1.32,0.091251
-1.321,0.0908
-1.322,0.090866
-1.323,0.09087
-1.324,0.091337
-1.325,0.09031
-1.326,0.091324
-1.327,0.090846
-1.328,0.091614
-1.329,0.091194
-1.33,0.090792
-1.331,0.091134
-1.332,0.0915
-1.333,0.09162
-1.334,0.091568
-1.335,0.09144
-1.336,0.090976
-1.337,0.091353
-1.338,0.092081
-1.339,0.091184
-1.34,0.090883
-1.341,0.091098
-1.342,0.090449
-1.343,0.091067
-1.344,0.091661
-1.345,0.091664
-1.346,0.091495
-1.347,0.091635
-1.348,0.090764
-1.349,0.091137
-1.35,0.090765
-1.351,0.090907
-1.352,0.090965
-1.353,0.091267
-1.354,0.090223
-1.355,0.091128
-1.356,0.091524
-1.357,0.091327
-1.358,0.091164
-1.359,0.090898
-1.36,0.091438
-1.361,0.091994
-1.362,0.091495
-1.363,0.091439
-1.364,0.090782
-1.365,0.091409
-1.366,0.092219
-1.367,0.091318
-1.368,0.090459
-1.369,0.091212
-1.37,0.090763
-1.371,0.091085
-1.372,0.09124
-1.373,0.091851
-1.374,0.090592
-1.375,0.092015
-1.376,0.091277
-1.377,0.091692
-1.378,0.09177
-1.379,0.091371
-1.38,0.091698
-1.381,0.090859
-1.382,0.091105
-1.383,0.091348
-1.384,0.091195
-1.385,0.091417
-1.386,0.09136
-1.387,0.091779
-1.388,0.091527
-1.389,0.09112
-1.39,0.090793
-1.391,0.090953
-1.392,0.091832
-1.393,0.091451
-1.394,0.091082
-1.395,0.090619
-1.396,0.091569
-1.397,0.091498
-1.398,0.091901
-1.399,0.092212
-1.4,0.09085
-1.401,0.091124
-1.402,0.090694
-1.403,0.091942
-1.404,0.09165
-1.405,0.091189
-1.406,0.091011
-1.407,0.092348
-1.408,0.091435
-1.409,0.091562
-1.41,0.091775
-1.411,0.091615
-1.412,0.091252
-1.413,0.092191
-1.414,0.091432
-1.415,0.091562
-1.416,0.091087
-1.417,0.091386
-1.418,0.091681
-1.419,0.091506
-1.42,0.092022
-1.421,0.091983
-1.422,0.091916
-1.423,0.092183
-1.424,0.091397
-1.425,0.091552
-1.426,0.091307
-1.427,0.091029
-1.428,0.091693
-1.429,0.091702
-1.43,0.091799
-1.431,0.091683
-1.432,0.091199
-1.433,0.092221
-1.434,0.091559
-1.435,0.091488
-1.436,0.090758
-1.437,0.091026
-1.438,0.09177
-1.439,0.092227
-1.44,0.092039
-1.441,0.091406
-1.442,0.091602
-1.443,0.092254
-1.444,0.091704
-1.445,0.091796
-1.446,0.091735
-1.447,0.092492
-1.448,0.091858
-1.449,0.091748
-1.45,0.092514
-1.451,0.091895
-1.452,0.091358
-1.453,0.092372
-1.454,0.092525
-1.455,0.091967
-1.456,0.090777
-1.457,0.092348
-1.458,0.092373
-1.459,0.091203
-1.46,0.092628
-1.461,0.092505
-1.462,0.092444
-1.463,0.092531
-1.464,0.092079
-1.465,0.091395
-1.466,0.091316
-1.467,0.091741
-1.468,0.092745
-1.469,0.091349
-1.47,0.092066
-1.471,0.092141
-1.472,0.09216
-1.473,0.091721
-1.474,0.091255
-1.475,0.092187
-1.476,0.092357
-1.477,0.092376
-1.478,0.09166
-1.479,0.091231
-1.48,0.092437
-1.481,0.092429
-1.482,0.092189
-1.483,0.092259
-1.484,0.092651
-1.485,0.091431
-1.486,0.091817
-1.487,0.091529
-1.488,0.09132
-1.489,0.092382
-1.49,0.091816
-1.491,0.09126
-1.492,0.091673
-1.493,0.09131
-1.494,0.091858
-1.495,0.09278
-1.496,0.091928
-1.497,0.091834
-1.498,0.092178
-1.499,0.092026
-1.5,0.092979
-1.501,0.092108
-1.502,0.092221
-1.503,0.091656
-1.504,0.091578
-1.505,0.092809
-1.506,0.092372
-1.507,0.092163
-1.508,0.091949
-1.509,0.091608
-1.51,0.09239
-1.511,0.091816
-1.512,0.092568
-1.513,0.091901
-1.514,0.091548
-1.515,0.091228
-1.516,0.092213
-1.517,0.092556
-1.518,0.092129
-1.519,0.091979
-1.52,0.092036
-1.521,0.092451
-1.522,0.091891
-1.523,0.091653
-1.524,0.092356
-1.525,0.092624
-1.526,0.093003
-1.527,0.092319
-1.528,0.092029
-1.529,0.092688
-1.53,0.091797
-1.531,0.091496
-1.532,0.091955
-1.533,0.091817
-1.534,0.091871
-1.535,0.092221
-1.536,0.09226
-1.537,0.091726
-1.538,0.091735
-1.539,0.092734
-1.54,0.092289
-1.541,0.091687
-1.542,0.092566
-1.543,0.091953
-1.544,0.091868
-1.545,0.092305
-1.546,0.092183
-1.547,0.09244
-1.548,0.092936
-1.549,0.092675
-1.55,0.091778
-1.551,0.092339
-1.552,0.092815
-1.553,0.092464
-1.554,0.091887
-1.555,0.092572
-1.556,0.093065
-1.557,0.092997
-1.558,0.092138
-1.559,0.092285
-1.56,0.09261
-1.561,0.093186
-1.562,0.093297
-1.563,0.092393
-1.564,0.091688
-1.565,0.092166
-1.566,0.092107
-1.567,0.091598
-1.568,0.091766
-1.569,0.092043
-1.57,0.092188
-1.571,0.093172
-1.572,0.092544
-1.573,0.092244
-1.574,0.092093
-1.575,0.092621
-1.576,0.092601
-1.577,0.09236
-1.578,0.091435
-1.579,0.092333
-1.58,0.091825
-1.581,0.093424
-1.582,0.092776
-1.583,0.092731
-1.584,0.092529
-1.585,0.092095
-1.586,0.092342
-1.587,0.093096
-1.588,0.091628
-1.589,0.092403
-1.59,0.092776
-1.591,0.093265
-1.592,0.092648
-1.593,0.09174
-1.594,0.091751
-1.595,0.092637
-1.596,0.092951
-1.597,0.093373
-1.598,0.092504
-1.599,0.091197
-1.6,0.092558
-1.601,0.09252
-1.602,0.092568
-1.603,0.092112
-1.604,0.0923
-1.605,0.092351
-1.606,0.092178
-1.607,0.091589
-1.608,0.092459
-1.609,0.092231
-1.61,0.092342
-1.611,0.092938
-1.612,0.092692
-1.613,0.092555
-1.614,0.092075
-1.615,0.092889
-1.616,0.093076
-1.617,0.092635
-1.618,0.092102
-1.619,0.09178
-1.62,0.091698
-1.621,0.092113
-1.622,0.09289
-1.623,0.092677
-1.624,0.092355
-1.625,0.092501
-1.626,0.092819
-1.627,0.093391
-1.628,0.092763
-1.629,0.092294
-1.63,0.09257
-1.631,0.0926
-1.632,0.093056
-1.633,0.092732
-1.634,0.092629
-1.635,0.092019
-1.636,0.092749
-1.637,0.092844
-1.638,0.092146
-1.639,0.091989
-1.64,0.092773
-1.641,0.093146
-1.642,0.093063
-1.643,0.09206
-1.644,0.091871
-1.645,0.092131
-1.646,0.092018
-1.647,0.092444
-1.648,0.093342
-1.649,0.092757
-1.65,0.092781
-1.651,0.092914
-1.652,0.093349
-1.653,0.092842
-1.654,0.091477
-1.655,0.092639
-1.656,0.093689
-1.657,0.093206
-1.658,0.092001
-1.659,0.092074
-1.66,0.092401
-1.661,0.093049
-1.662,0.09381
-1.663,0.093244
-1.664,0.093204
-1.665,0.092451
-1.666,0.092159
-1.667,0.092313
-1.668,0.092223
-1.669,0.093016
-1.67,0.092187
-1.671,0.092603
-1.672,0.091795
-1.673,0.093449
-1.674,0.093165
-1.675,0.093219
-1.676,0.093611
-1.677,0.093074
-1.678,0.092617
-1.679,0.093648
-1.68,0.092101
-1.681,0.093068
-1.682,0.092292
-1.683,0.092396
-1.684,0.093768
-1.685,0.093464
-1.686,0.092837
-1.687,0.091655
-1.688,0.093567
-1.689,0.093251
-1.69,0.093362
-1.691,0.09292
-1.692,0.092734
-1.693,0.092664
-1.694,0.093387
-1.695,0.092629
-1.696,0.092119
-1.697,0.092616
-1.698,0.093849
-1.699,0.09251
-1.7,0.092949
-1.701,0.092929
-1.702,0.092144
-1.703,0.093188
-1.704,0.093331
-1.705,0.092054
-1.706,0.092937
-1.707,0.093219
-1.708,0.093204
-1.709,0.093552
-1.71,0.093137
-1.711,0.092809
-1.712,0.092883
-1.713,0.093094
-1.714,0.09344
-1.715,0.093013
-1.716,0.09281
-1.717,0.092658
-1.718,0.093812
-1.719,0.093355
-1.72,0.092515
-1.721,0.093039
-1.722,0.093411
-1.723,0.092497
-1.724,0.094095
-1.725,0.093229
-1.726,0.092908
-1.727,0.093129
-1.728,0.092171
-1.729,0.092683
-1.73,0.092631
-1.731,0.092769
-1.732,0.092238
-1.733,0.092949
-1.734,0.092348
-1.735,0.092783
-1.736,0.093275
-1.737,0.092434
-1.738,0.092595
-1.739,0.092813
-1.74,0.093098
-1.741,0.092835
-1.742,0.092841
-1.743,0.093389
-1.744,0.093693
-1.745,0.092816
-1.746,0.092799
-1.747,0.093047
-1.748,0.093162
-1.749,0.093428
-1.75,0.092785
-1.751,0.092907
-1.752,0.092523
-1.753,0.093831
-1.754,0.09409
-1.755,0.093551
-1.756,0.093973
-1.757,0.093578
-1.758,0.093885
-1.759,0.093153
-1.76,0.093613
-1.761,0.0932
-1.762,0.092937
-1.763,0.093962
-1.764,0.093181
-1.765,0.093998
-1.766,0.093132
-1.767,0.093333
-1.768,0.09269
-1.769,0.092342
-1.77,0.093582
-1.771,0.093207
-1.772,0.092901
-1.773,0.092702
-1.774,0.093459
-1.775,0.093459
-1.776,0.092708
-1.777,0.09306
-1.778,0.092802
-1.779,0.09298
-1.78,0.092989
-1.781,0.092717
-1.782,0.092386
-1.783,0.093979
-1.784,0.093526
-1.785,0.092911
-1.786,0.093309
-1.787,0.093408
-1.788,0.093762
-1.789,0.093644
-1.79,0.093789
-1.791,0.093885
-1.792,0.093414
-1.793,0.094257
-1.794,0.093921
-1.795,0.093437
-1.796,0.094253
-1.797,0.092347
-1.798,0.093234
-1.799,0.093201
-1.8,0.092991
-1.801,0.094222
-1.802,0.094051
-1.803,0.093374
-1.804,0.093844
-1.805,0.09386
-1.806,0.094092
-1.807,0.093493
-1.808,0.093355
-1.809,0.093356
-1.81,0.093485
-1.811,0.092861
-1.812,0.092956
-1.813,0.093265
-1.814,0.093736
-1.815,0.093675
-1.816,0.09306
-1.817,0.09339
-1.818,0.09288
-1.819,0.093695
-1.82,0.093848
-1.821,0.093441
-1.822,0.093537
-1.823,0.092903
-1.824,0.094233
-1.825,0.094671
-1.826,0.093618
-1.827,0.092876
-1.828,0.093557
-1.829,0.094106
-1.83,0.093514
-1.831,0.093624
-1.832,0.093869
-1.833,0.094225
-1.834,0.093598
-1.835,0.093397
-1.836,0.093645
-1.837,0.093185
-1.838,0.094047
-1.839,0.093245
-1.84,0.093877
-1.841,0.092745
-1.842,0.09333
-1.843,0.093244
-1.844,0.094324
-1.845,0.093431
-1.846,0.094023
-1.847,0.092591
-1.848,0.094032
-1.849,0.094267
-1.85,0.093794
-1.851,0.094523
-1.852,0.093304
-1.853,0.094154
-1.854,0.094802
-1.855,0.093291
-1.856,0.093297
-1.857,0.09312
-1.858,0.093331
-1.859,0.09422
-1.86,0.093423
-1.861,0.094043
-1.862,0.093522
-1.863,0.093384
-1.864,0.093474
-1.865,0.092361
-1.866,0.094307
-1.867,0.09361
-1.868,0.093338
-1.869,0.093502
-1.87,0.093991
-1.871,0.094288
-1.872,0.093613
-1.873,0.093408
-1.874,0.093375
-1.875,0.093607
-1.876,0.094291
-1.877,0.094021
-1.878,0.093641
-1.879,0.093466
-1.88,0.093323
-1.881,0.094429
-1.882,0.093759
-1.883,0.094484
-1.884,0.093439
-1.885,0.094539
-1.886,0.093057
-1.887,0.093791
-1.888,0.093365
-1.889,0.09472
-1.89,0.09342
-1.891,0.093483
-1.892,0.093972
-1.893,0.092171
-1.894,0.094455
-1.895,0.093716
-1.896,0.094071
-1.897,0.093456
-1.898,0.09359
-1.899,0.093678
-1.9,0.093181
-1.901,0.092961
-1.902,0.093413
-1.903,0.09319
-1.904,0.093635
-1.905,0.093442
-1.906,0.093979
-1.907,0.093718
-1.908,0.093596
-1.909,0.093546
-1.91,0.093971
-1.911,0.094658
-1.912,0.09333
-1.913,0.093768
-1.914,0.093407
-1.915,0.093429
-1.916,0.093736
-1.917,0.094396
-1.918,0.094191
-1.919,0.093709
-1.92,0.094597
-1.921,0.095058
-1.922,0.093495
-1.923,0.09341
-1.924,0.092918
-1.925,0.093594
-1.926,0.094141
-1.927,0.093646
-1.928,0.093558
-1.929,0.094187
-1.93,0.093745
-1.931,0.093557
-1.932,0.093709
-1.933,0.093225
-1.934,0.094588
-1.935,0.093882
-1.936,0.093421
-1.937,0.093617
-1.938,0.093034
-1.939,0.093047
-1.94,0.093676
-1.941,0.094274
-1.942,0.094568
-1.943,0.093422
-1.944,0.093686
-1.945,0.094396
-1.946,0.093351
-1.947,0.092719
-1.948,0.093143
-1.949,0.093389
-1.95,0.094511
-1.951,0.09448
-1.952,0.093568
-1.953,0.093599
-1.954,0.093489
-1.955,0.093881
-1.956,0.094995
-1.957,0.093869
-1.958,0.092988
-1.959,0.093655
-1.96,0.094157
-1.961,0.094156
-1.962,0.093911
-1.963,0.09327
-1.964,0.093565
-1.965,0.094602
-1.966,0.09378
-1.967,0.094041
-1.968,0.094327
-1.969,0.093354
-1.97,0.093369
-1.971,0.094148
-1.972,0.094685
-1.973,0.093776
-1.974,0.093573
-1.975,0.094037
-1.976,0.094191
-1.977,0.092926
-1.978,0.093524
-1.979,0.093261
-1.98,0.094116
-1.981,0.094261
-1.982,0.093804
-1.983,0.093553
-1.984,0.094331
-1.985,0.094242
-1.986,0.094833
-1.987,0.095021
-1.988,0.093711
-1.989,0.09431
-1.99,0.094819
-1.991,0.094451
-1.992,0.093742
-1.993,0.092805
-1.994,0.093696
-1.995,0.093355
-1.996,0.094534
-1.997,0.094009
-1.998,0.094627
-1.999,0.093885
-2,0.093666
-2.001,0.094847
-2.002,0.093331
-2.003,0.094186
-2.004,0.093432
-2.005,0.09262
-2.006,0.094365
-2.007,0.093799
-2.008,0.093642
-2.009,0.093469
-2.01,0.09369
-2.011,0.094066
-2.012,0.093339
-2.013,0.094072
-2.014,0.093561
-2.015,0.093829
-2.016,0.094478
-2.017,0.093851
-2.018,0.094472
-2.019,0.094463
-2.02,0.094274
-2.021,0.09414
-2.022,0.092612
-2.023,0.094008
-2.024,0.09347
-2.025,0.094662
-2.026,0.094627
-2.027,0.093894
-2.028,0.093787
-2.029,0.093442
-2.03,0.094651
-2.031,0.094225
-2.032,0.093671
-2.033,0.094079
-2.034,0.094355
-2.035,0.09402
-2.036,0.093982
-2.037,0.093394
-2.038,0.094443
-2.039,0.094134
-2.04,0.094425
-2.041,0.094705
-2.042,0.094515
-2.043,0.093451
-2.044,0.09382
-2.045,0.094643
-2.046,0.094544
-2.047,0.094854
-2.048,0.093888
-2.049,0.09474
-2.05,0.094251
-2.051,0.093827
-2.052,0.094251
-2.053,0.093648
-2.054,0.093264
-2.055,0.094911
-2.056,0.093786
-2.057,0.094579
-2.058,0.094259
-2.059,0.09409
-2.06,0.093742
-2.061,0.094145
-2.062,0.093263
-2.063,0.09372
-2.064,0.094245
-2.065,0.093676
-2.066,0.093629
-2.067,0.094254
-2.068,0.093491
-2.069,0.093566
-2.07,0.093523
-2.071,0.093902
-2.072,0.094166
-2.073,0.09419
-2.074,0.093116
-2.075,0.093467
-2.076,0.094834
-2.077,0.095033
-2.078,0.093735
-2.079,0.093264
-2.08,0.093362
-2.081,0.093749
-2.082,0.093378
-2.083,0.093961
-2.084,0.094114
-2.085,0.094137
-2.086,0.094562
-2.087,0.09442
-2.088,0.094214
-2.089,0.094251
-2.09,0.093252
-2.091,0.093533
-2.092,0.094228
-2.093,0.093529
-2.094,0.094085
-2.095,0.094926
-2.096,0.09488
-2.097,0.094139
-2.098,0.093193
-2.099,0.093498
-2.1,0.093402
-2.101,0.094189
-2.102,0.093116
-2.103,0.093322
-2.104,0.094593
-2.105,0.093946
-2.106,0.095063
-2.107,0.092977
-2.108,0.094393
-2.109,0.094159
-2.11,0.093905
-2.111,0.095048
-2.112,0.094253
-2.113,0.093897
-2.114,0.093819
-2.115,0.094288
-2.116,0.093885
-2.117,0.093438
-2.118,0.093533
-2.119,0.093434
-2.12,0.094579
-2.121,0.095073
-2.122,0.094649
-2.123,0.095167
-2.124,0.094322
-2.125,0.094328
-2.126,0.094055
-2.127,0.09418
-2.128,0.094047
-2.129,0.093713
-2.13,0.095329
-2.131,0.094873
-2.132,0.094792
-2.133,0.094473
-2.134,0.094159
-2.135,0.09325
-2.136,0.093818
-2.137,0.094061
-2.138,0.094684
-2.139,0.093684
-2.14,0.095058
-2.141,0.095105
-2.142,0.09407
-2.143,0.094317
-2.144,0.094263
-2.145,0.093635
-2.146,0.093216
-2.147,0.094074
-2.148,0.094659
-2.149,0.093753
-2.15,0.094117
-2.151,0.094113
-2.152,0.093722
-2.153,0.093827
-2.154,0.09359
-2.155,0.093594
-2.156,0.094705
-2.157,0.093698
-2.158,0.094873
-2.159,0.094586
-2.16,0.094241
-2.161,0.095306
-2.162,0.094457
-2.163,0.094096
-2.164,0.094821
-2.165,0.094219
-2.166,0.093868
-2.167,0.093679
-2.168,0.09507
-2.169,0.093432
-2.17,0.094195
-2.171,0.094767
-2.172,0.094394
-2.173,0.094243
-2.174,0.093966
-2.175,0.093782
-2.176,0.095445
-2.177,0.094132
-2.178,0.094433
-2.179,0.094071
-2.18,0.093785
-2.181,0.094807
-2.182,0.093993
-2.183,0.094906
-2.184,0.093772
-2.185,0.094014
-2.186,0.093921
-2.187,0.094376
-2.188,0.094025
-2.189,0.094353
-2.19,0.094439
-2.191,0.093927
-2.192,0.094184
-2.193,0.094867
-2.194,0.093987
-2.195,0.094132
-2.196,0.09478
-2.197,0.094325
-2.198,0.093675
-2.199,0.094711
-2.2,0.095081
-2.201,0.095467
-2.202,0.094211
-2.203,0.094369
-2.204,0.0952
-2.205,0.094148
-2.206,0.094526
-2.207,0.09464
-2.208,0.094113
-2.209,0.094868
-2.21,0.094061
-2.211,0.095323
-2.212,0.093355
-2.213,0.094744
-2.214,0.094318
-2.215,0.094175
-2.216,0.094126
-2.217,0.094258
-2.218,0.094516
-2.219,0.095131
-2.22,0.095022
-2.221,0.094797
-2.222,0.093771
-2.223,0.094577
-2.224,0.095017
-2.225,0.094146
-2.226,0.093985
-2.227,0.094366
-2.228,0.095145
-2.229,0.094886
-2.23,0.094362
-2.231,0.094664
-2.232,0.09476
-2.233,0.094127
-2.234,0.09339
-2.235,0.094554
-2.236,0.094066
-2.237,0.093476
-2.238,0.093575
-2.239,0.094677
-2.24,0.094169
-2.241,0.09516
-2.242,0.094799
-2.243,0.093852
-2.244,0.094662
-2.245,0.094167
-2.246,0.094883
-2.247,0.094355
-2.248,0.094724
-2.249,0.095013
-2.25,0.094584
-2.251,0.094241
-2.252,0.094076
-2.253,0.093794
-2.254,0.094244
-2.255,0.095453
-2.256,0.094483
-2.257,0.094358
-2.258,0.093794
-2.259,0.095124
-2.26,0.094354
-2.261,0.094395
-2.262,0.093955
-2.263,0.09427
-2.264,0.094901
-2.265,0.095274
-2.266,0.095549
-2.267,0.093986
-2.268,0.093441
-2.269,0.094574
-2.27,0.0935
-2.271,0.095185
-2.272,0.094107
-2.273,0.094435
-2.274,0.094563
-2.275,0.093918
-2.276,0.094743
-2.277,0.094393
-2.278,0.094822
-2.279,0.09452
-2.28,0.094991
-2.281,0.095036
-2.282,0.093971
-2.283,0.094134
-2.284,0.09404
-2.285,0.095041
-2.286,0.093798
-2.287,0.09465
-2.288,0.094279
-2.289,0.094293
-2.29,0.09461
-2.291,0.095432
-2.292,0.094446
-2.293,0.094308
-2.294,0.095143
-2.295,0.095102
-2.296,0.095259
-2.297,0.094097
-2.298,0.093816
-2.299,0.094277
-2.3,0.095127
-2.301,0.094918
-2.302,0.093511
-2.303,0.095215
-2.304,0.094927
-2.305,0.094223
-2.306,0.095171
-2.307,0.095143
-2.308,0.094324
-2.309,0.093807
-2.31,0.094707
-2.311,0.095039
-2.312,0.094265
-2.313,0.09537
-2.314,0.095588
-2.315,0.095498
-2.316,0.094712
-2.317,0.09546
-2.318,0.094637
-2.319,0.095036
-2.32,0.094753
-2.321,0.095117
-2.322,0.094631
-2.323,0.09504
-2.324,0.09449
-2.325,0.094998
-2.326,0.093973
-2.327,0.093544
-2.328,0.09342
-2.329,0.094862
-2.33,0.09532
-2.331,0.094427
-2.332,0.094229
-2.333,0.094683
-2.334,0.095366
-2.335,0.09468
-2.336,0.095563
-2.337,0.094936
-2.338,0.093928
-2.339,0.094934
-2.34,0.094552
-2.341,0.09541
-2.342,0.094761
-2.343,0.094547
-2.344,0.094923
-2.345,0.094555
-2.346,0.094784
-2.347,0.094961
-2.348,0.095006
-2.349,0.094824
-2.35,0.094415
-2.351,0.094922
-2.352,0.094053
-2.353,0.094198
-2.354,0.094683
-2.355,0.094142
-2.356,0.094476
-2.357,0.094449
-2.358,0.094309
-2.359,0.094888
-2.36,0.095257
-2.361,0.094772
-2.362,0.094548
-2.363,0.095204
-2.364,0.095426
-2.365,0.095036
-2.366,0.094729
-2.367,0.094795
-2.368,0.093573
-2.369,0.094378
-2.37,0.095708
-2.371,0.094416
-2.372,0.094648
-2.373,0.094938
-2.374,0.094516
-2.375,0.094364
-2.376,0.094826
-2.377,0.09422
-2.378,0.095281
-2.379,0.094201
-2.38,0.095072
-2.381,0.094126
-2.382,0.094791
-2.383,0.094575
-2.384,0.094724
-2.385,0.095033
-2.386,0.094962
-2.387,0.095409
-2.388,0.094657
-2.389,0.094834
-2.39,0.094658
-2.391,0.095392
-2.392,0.093891
-2.393,0.094063
-2.394,0.094398
