20.0,19.95,19.9,19.85,19.8,19.75,19.7,19.65,19.6,19.55,19.5,19.45,19.4,19.35,19.3,19.25,19.2,19.15,19.1,19.05,19.0,18.95,18.9,18.85,18.8,18.75,18.7,18.65,18.6,18.55,18.5,18.45,18.4,18.35,18.3,18.25,18.2,18.15,18.1,18.05,18.0,17.95,17.9,17.85,17.8,17.75,17.7,17.65,17.6,17.55,17.5,17.45,17.4,17.35,17.3,17.25,17.2,17.15,17.1,17.05,17.0,16.95,16.9,16.85,16.8,16.75,16.7,16.65,16.6,16.55,16.5,16.45,16.4,16.35,16.3,16.25,16.2,16.15,16.1,16.05,16.0,15.95,15.9,15.85,15.8,15.75,15.7,15.65,15.6,15.55,15.5,15.45,15.4,15.35,15.3,15.25,15.2,15.15,15.1,15.05,15.0,14.95,14.9,14.85,14.8,14.75,14.7,14.65,14.6,14.55,14.5,14.45,14.4,14.35,14.3,14.25,14.2,14.15,14.1,14.05,14.0,Vg_array
1.6106675042263843e-11,1.610224173314886e-11,1.609788412473116e-11,1.6094048425338656e-11,1.6091186383888773e-11,1.6089570631500166e-11,1.6089226947541895e-11,1.608999162236829e-11,1.6091601155920126e-11,1.6093767040257406e-11,1.6096233215506656e-11,1.6098814049382536e-11,1.610140303422536e-11,1.6103954769129936e-11,1.610645845608066e-11,1.610891778323921e-11,1.6111340146187592e-11,1.6113732181793043e-11,1.6116098408662495e-11,1.611844111215452e-11,1.6120760632189373e-11,1.6123055734306952e-11,1.6125323968043705e-11,1.612756200048895e-11,1.612976593637652e-11,1.613193163501043e-11,1.6134055023469817e-11,1.6136132392981762e-11,1.6138160656308e-11,1.6140137542017897e-11,1.614206170744352e-11,1.6143932764200554e-11,1.6145751223719475e-11,1.6147518381162583e-11,1.6149236161607623e-11,1.6150906952062874e-11,1.615253343847041e-11,1.615411846058844e-11,1.6155664891499608e-11,1.6157175543477573e-11,1.615865309874424e-11,1.616010006180011e-11,1.6161518729356892e-11,1.616291117397455e-11,1.616427923786635e-11,1.616562453405439e-11,1.6166948452568753e-11,1.616825216999171e-11,1.6169536661106124e-11,1.6170802711755292e-11,1.617205093234445e-11,1.6173281771568634e-11,1.617449553016119e-11,1.6175692374497127e-11,1.6176872350010516e-11,1.6178035394363523e-11,1.6179181350381072e-11,1.618030997872872e-11,1.6181420970341658e-11,1.6182513958560574e-11,1.6183588530973335e-11,1.618464424090553e-11,1.6185680618499716e-11,1.6186697181340706e-11,1.6187693444531715e-11,1.6188668930176016e-11,1.6189623176160894e-11,1.6190555744208554e-11,1.6191466227106823e-11,1.6192354255092164e-11,1.6193219501328502e-11,1.619406168648025e-11,1.619488058235827e-11,1.6195676014656737e-11,1.6196447864801078e-11,1.6197196070949624e-11,1.619792062819426e-11,1.6198621588028165e-11,1.6199299057143807e-11,1.6199953195640715e-11,1.6200584214719964e-11,1.620119237394934e-11,1.620177797817288e-11,1.6202341374149346e-11,1.6202882946990993e-11,1.6203403116470836e-11,1.6203902333264316e-11,1.620438107518005e-11,1.6204839843433188e-11,1.6205279158999594e-11,1.620569955909424e-11,1.6206101593797554e-11,1.6206485822857704e-11,1.6206852812684806e-11,1.6207203133549873e-11,1.6207537356998074e-11,1.6207856053477638e-11,1.6208159790186742e-11,1.6208449129135642e-11,1.620872462541629e-11,1.6208986825676592e-11,1.6209236266784168e-11,1.620947347467739e-11,1.620969896338511e-11,1.620991323420817e-11,1.621011677505048e-11,1.6210310059886005e-11,1.6210493548351087e-11,1.6210667685452432e-11,1.6210832901373948e-11,1.6210989611382823e-11,1.62111382158051e-11,1.6211279100090014e-11,1.6211412634924547e-11,1.6211539176411715e-11,1.621165906628784e-11,1.6211772632196148e-11,1.6211880187974905e-11,1.621198203398745e-11,1.6212078457475235e-11,1.6212169732921902e-11,-10.0
1.6074388808123362e-11,1.6070030198413542e-11,1.6065710520491595e-11,1.6061858869169454e-11,1.6058927908867117e-11,1.6057209299800797e-11,1.605675189910909e-11,1.6057409429516222e-11,1.605892868396557e-11,1.6061025256432734e-11,1.606344185154239e-11,1.6065987911539182e-11,1.60685510975265e-11,1.607108151014438e-11,1.6073565734129326e-11,1.6076006218346035e-11,1.607840987004539e-11,1.6080783181675175e-11,1.6083130666068908e-11,1.6085454651324795e-11,1.6087755532914256e-11,1.6090032132158005e-11,1.6092282051100942e-11,1.609450200542722e-11,1.609668814463179e-11,1.6098836368626492e-11,1.6100942640265746e-11,1.6103003280700778e-11,1.6105015225679865e-11,1.610697621898091e-11,1.6108884924954274e-11,1.611074095418876e-11,1.6112544809645193e-11,1.611429777168178e-11,1.6116001745501012e-11,1.6117659094531516e-11,1.611927247873734e-11,1.612084471065764e-11,1.6122378635837052e-11,1.6123877039433794e-11,1.6125342577501143e-11,1.6126777729704435e-11,1.6128184769470563e-11,1.6129565747757336e-11,1.6130922486931008e-11,1.6132256581925568e-11,1.613356940641822e-11,1.6134862122344028e-11,1.6136135691489408e-11,1.6137390888311335e-11,1.6138628313388094e-11,1.613984840711478e-11,1.6141051463406982e-11,1.6142237643276915e-11,1.6143406988222183e-11,1.6144559433363106e-11,1.6145694820353806e-11,1.6146812910023183e-11,1.614791339476222e-11,1.6148995910618753e-11,1.615006004908051e-11,1.6151105368494993e-11,1.615213140507808e-11,1.6153137683440076e-11,1.615412372656843e-11,1.6155089065189585e-11,1.6156033246440973e-11,1.6156955841787432e-11,1.6157856454123483e-11,1.615873472401648e-11,1.615959033505627e-11,1.6160423018290913e-11,1.616123255574691e-11,1.6162018783044983e-11,1.6162781591137337e-11,1.616352092720711e-11,1.616423679478359e-11,1.6164929253131133e-11,1.6165598415987966e-11,1.6166244449724286e-11,1.6166867571003838e-11,1.6167468044025004e-11,1.6168046177423e-11,1.6168602320911784e-11,1.6169136861731972e-11,1.6169650220982734e-11,1.6170142849891437e-11,1.6170615226081548e-11,1.617106784988611e-11,1.6171501240749345e-11,1.6171915933752166e-11,1.6172312476290165e-11,1.617269142492669e-11,1.6173053342439845e-11,1.6173398795072238e-11,1.6173728349994028e-11,1.6174042572981497e-11,1.617434202631002e-11,1.617462726685904e-11,1.6174898844425555e-11,1.6175157300234624e-11,1.6175403165641016e-11,1.6175636961012122e-11,1.6175859194776174e-11,1.6176070362634865e-11,1.6176270946915095e-11,1.6176461416059255e-11,1.617664222423772e-11,1.617681381106931e-11,1.6176976601448273e-11,1.6177131005456837e-11,1.617727741835873e-11,1.6177416220665602e-11,1.6177547778258458e-11,1.6177672442575755e-11,1.617779055083566e-11,1.617790242630303e-11,1.6178008378590168e-11,1.61781087039821e-11,1.6178203685793127e-11,1.6178293594722956e-11,-9.919678714859439
1.604234909734641e-11,1.6038067131940677e-11,1.603378974393473e-11,1.602992806962571e-11,1.602693351299793e-11,1.6025115268711945e-11,1.602454523522517e-11,1.602509515973641e-11,1.6026522740930898e-11,1.6028548227070423e-11,1.603091358188042e-11,1.6033423636284908e-11,1.603596026671501e-11,1.6038468951231488e-11,1.604093351142223e-11,1.604335505620602e-11,1.604573994937539e-11,1.604809451207816e-11,1.6050423239059876e-11,1.6052728495701773e-11,1.6055010730652027e-11,1.6057268820035443e-11,1.6059500417944795e-11,1.606170228851734e-11,1.6063870625893625e-11,1.606600137055318e-11,1.6068090521081976e-11,1.607013442849741e-11,1.607213005149702e-11,1.6074075149023214e-11,1.607596839240605e-11,1.6077809391142692e-11,1.6079598639711408e-11,1.6081337403610667e-11,1.60830275681257e-11,1.6084671473084438e-11,1.608627175244105e-11,1.6087831191489227e-11,1.6089352608209994e-11,1.6090838760628923e-11,1.6092292278624426e-11,1.6093715617006348e-11,1.6095111025918228e-11,1.6096480534712527e-11,1.609782594592383e-11,1.6099148836403716e-11,1.6100450563501883e-11,1.6101732274536495e-11,1.6102994918333477e-11,1.6104239258012376e-11,1.610546588438022e-11,1.6106675229593714e-11,1.6107867580822315e-11,1.61090430938011e-11,1.6110201806177782e-11,1.611134365062925e-11,1.6112468467732327e-11,1.61135760185861e-11,1.611466599714179e-11,1.611573804226244e-11,1.6116791749434857e-11,1.6117826682129904e-11,1.6118842382724943e-11,1.6119838382941534e-11,1.6120814213721685e-11,1.612176941447843e-11,1.6122703541644293e-11,1.6123616176459262e-11,1.612450693193942e-11,1.6125375458986026e-11,1.612622145159797e-11,1.6127044651176152e-11,1.6127844849916443e-11,1.6128621893306305e-11,1.612937568175102e-11,1.6130106171376055e-11,1.6130813374051607e-11,1.6131497356712855e-11,1.6132158240034526e-11,1.6132796196544885e-11,1.6133411448253295e-11,1.6134004263872707e-11,1.6134574955712845e-11,1.6135123876326348e-11,1.6135651414970605e-11,1.6136157993962183e-11,1.6136644064977322e-11,1.6137110105356044e-11,1.613755661445799e-11,1.613798411011056e-11,1.6138393125182688e-11,1.6138784204313906e-11,1.6139157900819442e-11,1.6139514773788013e-11,1.613985538538423e-11,1.6140180298360863e-11,1.6140490073785652e-11,1.614078526897941e-11,1.6141066435668258e-11,1.6141334118333195e-11,1.614158885276342e-11,1.6141831164790737e-11,1.6142061569205642e-11,1.614228056883601e-11,1.6142488653785436e-11,1.6142686300809188e-11,1.6142873972825004e-11,1.6143052118546038e-11,1.6143221172218467e-11,1.6143381553460288e-11,1.6143533667183483e-11,1.6143677903606742e-11,1.614381463831919e-11,1.61439442324193e-11,1.614406703269735e-11,1.614418337187065e-11,1.6144293568849178e-11,1.6144397929037782e-11,1.6144496744666406e-11,1.6144590295137227e-11,1.614467884739067e-11,-9.839357429718875
1.6010555791268623e-11,1.60063521921641e-11,1.600212120779288e-11,1.5998255356527834e-11,1.5995202674761488e-11,1.599328825703876e-11,1.5992606879842042e-11,1.5993048876441366e-11,1.599438347007325e-11,1.5996336120703e-11,1.5998648554197738e-11,1.600112132684362e-11,1.600363060197573e-11,1.600611712249857e-11,1.6008561800361447e-11,1.6010964299606836e-11,1.6013330381832265e-11,1.6015666167871377e-11,1.601797612091102e-11,1.60202626375806e-11,1.6022526217074053e-11,1.6024765789141792e-11,1.6026979059461632e-11,1.6029162840374905e-11,1.6031313370573642e-11,1.603342663102827e-11,1.6035498656000363e-11,1.603752582632983e-11,1.603950512360984e-11,1.604143432189681e-11,1.6043312099458852e-11,1.6045138064654072e-11,1.6046912703426108e-11,1.6048637266383116e-11,1.6050313618859064e-11,1.6051944077035075e-11,1.6053531248839782e-11,1.605507789228166e-11,1.6056586797765576e-11,1.6058060696164327e-11,1.6059502191159027e-11,1.6060913712704433e-11,1.6062297487641827e-11,1.606365552374418e-11,1.606498960370033e-11,1.6066301286304758e-11,1.6067591912606493e-11,1.6068862615325898e-11,1.6070114330375617e-11,1.6071347809580715e-11,1.6072563634039376e-11,1.6073762227731482e-11,1.6074943871161007e-11,1.6076108714862998e-11,1.60772567927253e-11,1.6078388035075403e-11,1.6079502281523908e-11,1.608059929353645e-11,1.608167876673467e-11,1.6082740342896378e-11,1.608378362161612e-11,1.6084808171584315e-11,1.6085813541432397e-11,1.6086799270074993e-11,1.6087764896480523e-11,1.6088709968807534e-11,1.6089634052827872e-11,1.609053673958718e-11,1.60914176522398e-11,1.609227645201655e-11,1.6093112843308356e-11,1.6093926577835558e-11,1.6094717457915124e-11,1.60954853388386e-11,1.6096230130389795e-11,1.609695179754856e-11,1.6097650360432367e-11,1.6098325893541724e-11,1.6098978524378424e-11,1.6099608431513925e-11,1.610021584218688e-11,1.610080102950546e-11,1.6101364309337302e-11,1.610190603695708e-11,1.6102426603526878e-11,1.6102926432471997e-11,1.6103405975813503e-11,1.6103865710510616e-11,1.6104306134858085e-11,1.610472776498153e-11,1.610513113146048e-11,1.610551677610758e-11,1.6105885248926653e-11,1.6106237105261585e-11,1.6106572903149105e-11,1.6106893200882375e-11,1.610719855478339e-11,1.6107489517191215e-11,1.610776663465193e-11,1.6108030446313565e-11,1.6108281482515156e-11,1.6108520263556754e-11,1.6108747298647117e-11,1.6108963085012966e-11,1.6109168107161537e-11,1.6109362836281664e-11,1.6109547729776292e-11,1.6109723230912145e-11,1.6109889768571845e-11,1.6110047757112903e-11,1.6110197596296112e-11,1.6110339671307653e-11,1.6110474352835896e-11,1.6110601997211582e-11,1.611072294659975e-11,1.611083752923639e-11,1.61109460596947e-11,1.611104883919502e-11,1.6111146155928126e-11,1.611123828540846e-11,1.6111325490835442e-11,-9.759036144578314
1.597900878764714e-11,1.5974885061632478e-11,1.5970704342827312e-11,1.5966840053009636e-11,1.596373484612738e-11,1.5961727955653592e-11,1.596093673634749e-11,1.596127063021343e-11,1.5962511008357488e-11,1.5964389105306085e-11,1.5966646919754143e-11,1.5969081091401413e-11,1.5971562167663676e-11,1.5974026056792917e-11,1.597645061494039e-11,1.5978833952181883e-11,1.5981181165521935e-11,1.5983498144133103e-11,1.5985789304977744e-11,1.5988057069272946e-11,1.599030198379515e-11,1.59925230306268e-11,1.5994717966436175e-11,1.599688365151175e-11,1.599901636895708e-11,1.6001112140149727e-11,1.6003167034963886e-11,1.6005177464004644e-11,1.6007140431709938e-11,1.6009053727197267e-11,1.601091603561038e-11,1.601272696413624e-11,1.6014486990130605e-11,1.601619734927057e-11,1.6017859886904932e-11,1.6019476895531537e-11,1.6021050957016444e-11,1.6022584802064684e-11,1.6024081193477103e-11,1.6025542834948404e-11,1.6026972303963254e-11,1.602837200560311e-11,1.6029744143413307e-11,1.6031090703567405e-11,1.6032413448935933e-11,1.6033713920270442e-11,1.6034993442332327e-11,1.603625313328675e-11,1.6037493916171114e-11,1.6038716531564562e-11,1.6039921550911823e-11,1.6041109390088177e-11,1.60422803230035e-11,1.6043434495081593e-11,1.604457193653999e-11,1.6045692575458495e-11,1.6046796250576715e-11,1.6047882723836652e-11,1.604895169263732e-11,1.6050002801778264e-11,1.6051035655063448e-11,1.6052049826500582e-11,1.6053044871067715e-11,1.605402033495198e-11,1.605497576522111e-11,1.6055910718835005e-11,1.6056824770950128e-11,1.605771752244611e-11,1.6058588606624408e-11,1.6059437695044942e-11,1.6060264502469837e-11,1.6061068790902125e-11,1.6061850372730084e-11,1.6062609112984323e-11,1.606334493074958e-11,1.6064057799772684e-11,1.6064747748319224e-11,1.6065414858349762e-11,1.6066059264081865e-11,1.6066681150013986e-11,1.6067280748495867e-11,1.6067858336912712e-11,1.606841423457032e-11,1.6068948799350178e-11,1.60694624242052e-11,1.6069955533560862e-11,1.6070428579679744e-11,1.607088203904187e-11,1.6071316408786483e-11,1.6071732203252704e-11,1.6072129950653194e-11,1.607251018990422e-11,1.6072873467635024e-11,1.607322033538858e-11,1.607355134702578e-11,1.6073867056337403e-11,1.6074168014866282e-11,1.6074454769937922e-11,1.6074727862896398e-11,1.6074987827539065e-11,1.6075235188740825e-11,1.6075470461261607e-11,1.6075694148724412e-11,1.607590674275371e-11,1.60761087222637e-11,1.607630055288324e-11,1.607648268650807e-11,1.6076655560968736e-11,1.6076819599801325e-11,1.6076975212112092e-11,1.607712279252928e-11,1.6077262721224402e-11,1.607739536400108e-11,1.607752107244433e-11,1.6077640184111847e-11,1.6077753022778237e-11,1.607785989870111e-11,1.607796110893534e-11,1.6078056937654273e-11,1.6078147656506505e-11,1.607823352497106e-11,-9.67871485943775
1.594770799993147e-11,1.5943665446833724e-11,1.593953859967946e-11,1.593568147838056e-11,1.593252945354542e-11,1.593043402672097e-11,1.5929534686404553e-11,1.5929760457835778e-11,1.593090548568514e-11,1.593270734770671e-11,1.5934908833074707e-11,1.593730304308253e-11,1.5939755032434553e-11,1.594219578987049e-11,1.5944599970854593e-11,1.594696401850858e-11,1.5949292299005098e-11,1.595159043616191e-11,1.5953862784685136e-11,1.5956111783080964e-11,1.595833802237992e-11,1.5960540535541386e-11,1.5962717129544918e-11,1.5964864712308547e-11,1.5966979611189872e-11,1.596905788787158e-11,1.5971095647765173e-11,1.5973089331179873e-11,1.59750359653278e-11,1.59769333543429e-11,1.59787801901902e-11,1.598057607882974e-11,1.598232148899257e-11,1.5984017641372943e-11,1.598566636129265e-11,1.5987269917535368e-11,1.5988830865875525e-11,1.5990351909680987e-11,1.599183578412936e-11,1.599328516572036e-11,1.599470260572378e-11,1.5996090484342316e-11,1.599745098180532e-11,1.5998786062715664e-11,1.6000097470121058e-11,1.6001386726747036e-11,1.6002655141096437e-11,1.6003903816810495e-11,1.6005133664088972e-11,1.6006345412320766e-11,1.6007539623355186e-11,1.600871670503452e-11,1.6009876924753103e-11,1.6011020422902814e-11,1.601214722613099e-11,1.601325726036381e-11,1.6014350363576626e-11,1.6015426298294062e-11,1.6016484763799103e-11,1.601752540802113e-11,1.6018547839074864e-11,1.601955163638663e-11,1.6020536361368002e-11,1.602150156756326e-11,1.6022446810205293e-11,1.6023371655113488e-11,1.6024275686870178e-11,1.6025158516214312e-11,1.6026019786606245e-11,1.6026859179927805e-11,1.60276764212897e-11,1.6028471282941527e-11,1.6029243587287017e-11,1.6029993209030038e-11,1.603072007647588e-11,1.6031424172049716e-11,1.603210553206391e-11,1.603276424583183e-11,1.603340045417357e-11,1.603401434739818e-11,1.6034606162846674e-11,1.603517618206094e-11,1.6035724727666204e-11,1.6036252160033853e-11,1.6036758873794214e-11,1.603724529426399e-11,1.6037711873843293e-11,1.6038159088435935e-11,1.603858743393402e-11,1.6038997422806474e-11,1.6039389580822015e-11,1.6039764443930806e-11,1.6040122555325167e-11,1.6040464462692306e-11,1.604079071566891e-11,1.6041101863502927e-11,1.6041398452921865e-11,1.6041681026210114e-11,1.604195011948709e-11,1.6042206261179875e-11,1.6042449970688916e-11,1.6042681757225548e-11,1.604290211882333e-11,1.6043111541503807e-11,1.6043310498592428e-11,1.604349945016286e-11,1.604367884261448e-11,1.604384910835126e-11,1.6044010665574722e-11,1.6044163918159574e-11,1.6044309255615023e-11,1.6044447053116048e-11,1.6044577671599548e-11,1.6044701457923655e-11,1.6044818745060567e-11,1.6044929852339226e-11,1.6045035085728125e-11,1.6045134738134918e-11,1.6045229089737287e-11,1.6045318408332398e-11,1.604540294970062e-11,-9.598393574297189
1.5916653356530456e-11,1.591269307789125e-11,1.590862345051421e-11,1.5904778951078187e-11,1.590158589921312e-11,1.5899406103026942e-11,1.5898400588776237e-11,1.5898518381278953e-11,1.5899567024082814e-11,1.5901291012935916e-11,1.5903434451573344e-11,1.5905787299902546e-11,1.5908209269394844e-11,1.591062636053495e-11,1.5913009885625558e-11,1.591535450416409e-11,1.5917663781398822e-11,1.591994303951689e-11,1.592219655357529e-11,1.592442677131133e-11,1.59266343243531e-11,1.592881829485389e-11,1.593097653935274e-11,1.5933106013027678e-11,1.593520308728492e-11,1.5937263864004262e-11,1.5939284484043747e-11,1.594126141734491e-11,1.5943191713836246e-11,1.5945073192597296e-11,1.5946904552362094e-11,1.5948685397813326e-11,1.5950416189003314e-11,1.595209813160321e-11,1.595373303086739e-11,1.5955323131828624e-11,1.59568709641325e-11,1.595837920378889e-11,1.5959850558322292e-11,1.596128767702127e-11,1.596269308492587e-11,1.5964069137339488e-11,1.596541799120639e-11,1.5966741589528388e-11,1.5968041655552372e-11,1.5969319693994083e-11,1.59705769971241e-11,1.5971814654093827e-11,1.5973033562310463e-11,1.5974234440022322e-11,1.5975417839548817e-11,1.5976584160765207e-11,1.5977733664630283e-11,1.597886648659673e-11,1.5979982649830286e-11,1.5981082078207436e-11,1.598216460904303e-11,1.598323000555352e-11,1.5984277969012477e-11,1.598530815058806e-11,1.5986320162807623e-11,1.5987313590613766e-11,1.5988288001943398e-11,1.5989242957776463e-11,1.599017802157902e-11,1.599109276808527e-11,1.5991986791343527e-11,1.5992859711975553e-11,1.5993711183609644e-11,1.5994540898440728e-11,1.599534859190278e-11,1.5996134046450273e-11,1.5996897094449132e-11,1.599763762020547e-11,1.599835556116592e-11,1.5999050908335655e-11,1.5999723705976886e-11,1.6000374050645793e-11,1.6001002089649786e-11,1.600160801899022e-11,1.600219208087866e-11,1.6002754560893017e-11,1.60032957848582e-11,1.6003816115518214e-11,1.6004315949066903e-11,1.6004795711602296e-11,1.6005255855559563e-11,1.6005696856168144e-11,1.6006119207982297e-11,1.6006523421517024e-11,1.6006910020020612e-11,1.6007279536408052e-11,1.6007632510372714e-11,1.6007969485691836e-11,1.6008291007730365e-11,1.6008597621151897e-11,1.6008889867835712e-11,1.6009168284996274e-11,1.6009433403505586e-11,1.6009685746405528e-11,1.600992582760772e-11,1.6010154150768637e-11,1.601037120832904e-11,1.6010577480708234e-11,1.6010773435645812e-11,1.601095952766888e-11,1.601113619768639e-11,1.6011303872692556e-11,1.6011462965565146e-11,1.601161387496171e-11,1.601175698528846e-11,1.6011892666742068e-11,1.601202127541666e-11,1.601214315345628e-11,1.601225862927113e-11,1.60123680177662e-11,1.6012471620637597e-11,1.6012569726667985e-11,1.6012662612057046e-11,1.6012750540783125e-11,1.6012833764941455e-11,-9.518072289156626
1.588584480008115e-11,1.588196770814582e-11,1.5877958390441096e-11,1.5874131791671186e-11,1.587090356262727e-11,1.5868643787455155e-11,1.5867534278127717e-11,1.5867544406641533e-11,1.58684957368603e-11,1.5870140263566274e-11,1.5872223935140106e-11,1.5874533984683222e-11,1.587692495621324e-11,1.5879317810829505e-11,1.5881680378721162e-11,1.588400541580658e-11,1.588629561237193e-11,1.5888555950029683e-11,1.5890790605296574e-11,1.5893002026285923e-11,1.5895190881186838e-11,1.5897356299459144e-11,1.5899496186325003e-11,1.5901607543800614e-11,1.5903686787117034e-11,1.5905730058206726e-11,1.590773353328087e-11,1.5909693711833143e-11,1.5911607666432378e-11,1.591347323104319e-11,1.5915289111111252e-11,1.5917054909977237e-11,1.5918771078973815e-11,1.5920438808697836e-11,1.592205988429419e-11,1.592363652700605e-11,1.5925171240321463e-11,1.5926666672859466e-11,1.5928125504467506e-11,1.5929550357208066e-11,1.5930943729864954e-11,1.5932307952854593e-11,1.5933645159811793e-11,1.593495727215217e-11,1.593624599333198e-11,1.5937512810074608e-11,1.5938758998445634e-11,1.5939985633141967e-11,1.5941193598822715e-11,1.5942383602652165e-11,1.594355618747676e-11,1.5944711745282068e-11,1.594585053067379e-11,1.594697267424791e-11,1.594807819579283e-11,1.594916701723209e-11,1.5950238975328278e-11,1.595129383409635e-11,1.5952331296911882e-11,1.5953351018288268e-11,1.595435261527122e-11,1.5955335678414077e-11,1.5956299782270038e-11,1.5957244495332583e-11,1.5958169389370373e-11,1.5959074048083596e-11,1.5959958075023515e-11,1.59608211007193e-11,1.5961662788971924e-11,1.5962482842277296e-11,1.5963281006367083e-11,1.596405707385723e-11,1.5964810887016997e-11,1.5965542339683957e-11,1.5966251378359858e-11,1.5966938002539158e-11,1.5967602264326805e-11,1.596824426741177e-11,1.5968864165472878e-11,1.5969462160083945e-11,1.5970038498204983e-11,1.5970593469329065e-11,1.5971127402359677e-11,1.597164066229539e-11,1.5972133646779443e-11,1.5972606782583263e-11,1.597306052207165e-11,1.5973495339703198e-11,1.597391172860373e-11,1.597431019725083e-11,1.5974691266296227e-11,1.5975055465550717e-11,1.597540333114847e-11,1.5975735402901633e-11,1.597605222185715e-11,1.5976354328054294e-11,1.597664225848982e-11,1.5976916545281695e-11,1.5977177714032507e-11,1.597742628238231e-11,1.5977662758743463e-11,1.5977887641209513e-11,1.5978101416625673e-11,1.5978304559811375e-11,1.5978497532922998e-11,1.5978680784948703e-11,1.5978854751319123e-11,1.5979019853625724e-11,1.5979176499440356e-11,1.5979325082218513e-11,1.597946598128009e-11,1.597959956186424e-11,1.5979726175233756e-11,1.5979846158848544e-11,1.5979959836568158e-11,1.598006751890084e-11,1.5980169503287788e-11,1.5980266074407708e-11,1.5980357504510217e-11,1.598044405376061e-11,1.5980525970599105e-11,-9.437751004016064
1.5855282286724363e-11,1.5851489113638065e-11,1.584754293870883e-11,1.584373932587099e-11,1.5840481802421746e-11,1.5838146652622894e-11,1.5836935563846338e-11,1.5836838523047515e-11,1.5837691727727846e-11,1.5839255258993484e-11,1.5841277445690266e-11,1.5843543224935935e-11,1.5845902175235397e-11,1.5848270186184945e-11,1.5850611471701547e-11,1.5852916761277465e-11,1.5855187792224345e-11,1.5857429163850407e-11,1.5859644933620578e-11,1.5861837540366522e-11,1.5864007684315247e-11,1.586615454016058e-11,1.5868276060814318e-11,1.5870369294634948e-11,1.5872430700418757e-11,1.587445645999066e-11,1.587644278480421e-11,1.587838620380845e-11,1.588028381214404e-11,1.5882133458591883e-11,1.5883933855236714e-11,1.5885684604035804e-11,1.5887386147525697e-11,1.5889039661199647e-11,1.5890646910040397e-11,1.58922100914702e-11,1.5893731682776657e-11,1.5895214305163515e-11,1.5896660610776528e-11,1.5898073194429178e-11,1.5899454528642053e-11,1.590080691892493e-11,1.5902132475610196e-11,1.5903433098530093e-11,1.5904710471358807e-11,1.5905966062850208e-11,1.5907201132890672e-11,1.590841674175986e-11,1.5909613761415656e-11,1.5910792887990655e-11,1.5911954654929436e-11,1.591309944639785e-11,1.591422751072677e-11,1.591533897375802e-11,1.591643385198929e-11,1.591751206550029e-11,1.591857345060918e-11,1.5919617772236805e-11,1.5920644735971954e-11,1.5921653999777795e-11,1.5922645185325454e-11,1.5923617888878165e-11,1.592457169169019e-11,1.5925506169848243e-11,1.592642090348794e-11,1.5927315485327572e-11,1.592818952845913e-11,1.5929042673336557e-11,1.5929874593938087e-11,1.5930685003047913e-11,1.593147365666476e-11,1.59322403575205e-11,1.5932984957727346e-11,1.5933707360580095e-11,1.5934407521549517e-11,1.5935085448522213e-11,1.593574120133983e-11,1.593637489071242e-11,1.593698667657134e-11,1.5937576765942847e-11,1.5938145410412696e-11,1.5938692903265325e-11,1.5939219576362675e-11,1.5939725796839028e-11,1.5940211963673114e-11,1.594067850419966e-11,1.594112587061033e-11,1.594155453649529e-11,1.5941964993461456e-11,1.5942357747865804e-11,1.5942733317688498e-11,1.594309222956777e-11,1.5943435016017394e-11,1.5943762212831564e-11,1.5944074356692534e-11,1.5944371982976412e-11,1.5944655623764e-11,1.5944925806049723e-11,1.5945183050146453e-11,1.594542786827539e-11,1.594566076333999e-11,1.5945882227864547e-11,1.5946092743096162e-11,1.5946292778255105e-11,1.5946482789921217e-11,1.5946663221549238e-11,1.594683450310206e-11,1.5946997050782636e-11,1.5947151266870458e-11,1.59472975396341e-11,1.594743624332563e-11,1.5947567738241874e-11,1.5947692370840012e-11,1.594781047390812e-11,1.5947922366780607e-11,1.5948028355588605e-11,1.5948128733539776e-11,1.59482237812321e-11,1.594831376697877e-11,1.5948398947162068e-11,1.5948479566583666e-11,-9.357429718875501
