zsem,Vsem_Ev,Vsem_Ei,Vsem_Ec,Vsem_Ef,Esem,Qsem
-0.0,-0.9970781414956457,-0.6555676737128785,-0.2970781414956459,-0.5957848397457638,-0.01615049051163269,0.010442630585938445
0.12076143425702647,-0.9990228623840666,-0.6575123946012993,-0.29902286238406667,-0.5957848397457638,-0.016057158235114066,0.010382283534266755
0.24222889501167372,-1.0009675832724874,-0.6594571154897202,-0.3009675832724875,-0.5957848397457638,-0.015963284439076065,0.010321586345347413
0.3644148790312173,-1.0029123041609083,-0.661401836378141,-0.3029123041609083,-0.5957848397457638,-0.015868859836082033,0.010260533014082932
0.4873322537328222,-1.004857025049329,-0.6633465572665618,-0.30485702504932916,-0.5957848397457638,-0.015773874884902086,0.010199117371277462
0.6109942725810897,-1.0068017459377496,-0.6652912781549826,-0.30680174593774995,-0.5957848397457638,-0.015678319781484644,0.010137333077799144
0.7354145913052064,-1.0087464668261708,-0.6672359990434035,-0.3087464668261708,-0.5957848397457638,-0.015582184449555113,0.010075173618501385
0.8606072849887232,-1.0106911877145914,-0.6691807199318243,-0.3106911877145916,-0.5957848397457638,-0.015485458530825082,0.010012632295892287
0.9865868660890428,-1.0126359086030121,-0.6711254408202451,-0.31263590860301244,-0.5957848397457638,-0.015388131374794311,0.009949702223540781
1.1133683034480746,-1.0145806294914332,-0.6730701617086658,-0.31458062949143323,-0.5957848397457638,-0.015290192028127186,0.00988637631920764
1.2409670423603036,-1.016525350379854,-0.6750148825970868,-0.316525350379854,-0.5957848397457638,-0.0151916292235844,0.00982264729768888
1.3693990257697266,-1.0184700712682746,-0.6769596034855075,-0.31847007126827487,-0.5957848397457638,-0.015092431368489733,0.009758507663358583
1.4986807166728,-1.0204147921566955,-0.6789043243739282,-0.3204147921566957,-0.5957848397457638,-0.014992586532710852,0.009693949702397486
1.6288291218107118,-1.0223595130451162,-0.680849045262349,-0.3223595130451165,-0.5957848397457638,-0.014892082436132154,0.00962896547469314
1.7598618167411544,-1.024304233933537,-0.68279376615077,-0.32430423393353736,-0.5957848397457638,-0.014790906435596612,0.009563546805396726
1.891796972387036,-1.026248954821958,-0.6847384870391907,-0.32624895482195815,-0.5957848397457638,-0.014689045511292522,0.00949768527612096
2.0246533831678635,-1.0281936757103787,-0.6866832079276115,-0.328193675710379,-0.5957848397457638,-0.014586486252559984,0.009431372215762816
2.1584504968282823,-1.0301383965987996,-0.6886279288160325,-0.3301383965987998,-0.5957848397457638,-0.014483214843090767,0.009364598690933989
2.2932084460880837,-1.0320831174872205,-0.6905726497044532,-0.33208311748722064,-0.5957848397457638,-0.01437921704549402,0.009297355495981376
2.428948082248701,-1.0340278383756412,-0.692517370592874,-0.33402783837564143,-0.5957848397457638,-0.014274478185199047,0.009229633142578873
2.5656910109029742,-1.035972559264062,-0.6944620914812948,-0.3359725592640623,-0.5957848397457638,-0.014168983133665014,0.009161421848871044
2.703459629907978,-1.037917280152483,-0.6964068123697157,-0.33791728015248307,-0.5957848397457638,-0.01406271629086616,0.009092711528148393
2.8422771697949396,-1.0398620010409036,-0.6983515332581365,-0.3398620010409039,-0.5957848397457638,-0.013955661567019542,0.009023491777032804
2.9821677368061112,-1.0418067219293246,-0.7002962541465573,-0.34180672192932465,-0.5957848397457638,-0.01384780236352107,0.008953751863151128
3.123156358765818,-1.0437514428177455,-0.7022409750349782,-0.3437514428177455,-0.5957848397457638,-0.013739121553053752,0.008883480712273503
3.265269034012239,-1.0456961637061661,-0.704185695923399,-0.3456961637061664,-0.5957848397457638,-0.013629601458830739,0.00881266689489227
3.4085327836377335,-1.047640884594587,-0.7061304168118198,-0.34764088459458714,-0.5957848397457638,-0.013519223832933898,0.008741298612216059
