zall,Eall,Qall
7.287858906389071,-0.01055277967736843,0.006823246621901947
7.473375023963519,-0.010412783207401343,0.0067327273018758
7.661417102858708,-0.010271154766078922,0.00664115277711898
7.852085821017969,-0.01012784776145144,0.006548492922074684
8.04548834666478,-0.00998281382859664,0.0064547164648124334
8.24173891164392,-0.009836002754160184,0.006359790938237227
8.440959449334532,-0.009687362397606617,0.00626368262917175
8.643280306046384,-0.009536838609043684,0.00616635652522299
8.848841036278413,-0.009384375143477766,0.006067776259341277
9.057791293969427,-0.009229913571353167,0.005967904051976511
9.270291833967487,-0.009073393185222569,0.0058667006507328754
9.486515640465786,-0.008914750902390614,0.005764125267419852
9.706649202198191,-0.00875392116336701,0.005660135512393732
9.930893957882681,-0.008590835825959752,0.005554687326080102
10.159467939906076,-0.008425424054833272,0.0054477349075640535
10.39260764976403,-0.008257612206350356,0.005339230640130915
10.630570205571257,-0.00808732370851035,0.0052291250136363675
10.873635810382705,-0.007914478935790113,0.005117366543580745
11.122110600566488,-0.007738995078687482,0.005003901686758069
11.376329946637417,-0.0075607860077605725,0.0048886747533461936
11.636662295582875,-0.007379762131949378,0.0047716278152999765
11.903513664845777,-0.007195830250959234,0.004652700610904949
12.177332925196762,-0.007008893401478561,0.004531830445344356
12.458618044673578,-0.006818850696996117,0.0044089520871277155
12.747923511266693,-0.006625597160975414,0.004283997660224274
13.045869211814818,-0.006429023553136411,0.0041568965317397046
13.35315112389337,-0.006229016188586702,0.004027575194969445
13.670554283820428,-0.006025456749536427,0.003895957147656777
13.998968638087764,-0.005818222089322835,0.003761962765278465
14.339408583406069,-0.005607184028462009,0.0036255091691752947
14.693037275735835,-0.005392209142436519,0.0034865100893392066
15.06119717688164,-0.005173158540918871,0.0033448757216629553
15.44544886352246,-0.004949887638121328,0.0032005125794522353
15.847620934519458,-0.004722245913953293,0.00305332333899414
16.26987505715512,-0.004490076665657547,0.0029032066789694043
16.714792020775036,-0.004253216749586631,0.002750057113489431
17.185487504748043,-0.004011496312770139,0.0025937648185323085
17.685770792348727,-0.0037647385139129323,0.0024342154515450266
18.220367091116895,-0.003512759233453101,0.0022712899639719193
18.79523673500111,-0.0032553667722968393,0.0021048644064618005
19.41804680926813,-0.002992361538835401,0.001934809726498483
20.098891848853995,-0.002723535723836771,0.0017609915581913004
20.851440301769554,-0.0024486729627915815,0.0015832700039537617
21.694849536270155,-0.002167547985279302,0.0014014994077897313
22.657164759298823,-0.0018799262509065252,0.001215528119897362
23.781839245414016,-0.0015855635713542982,0.00102519825229137
25.141606940697343,-0.0012842057180560873,0.0008303454251343257
26.872643347731824,-0.0009755880150116738,0.0006307985034570928
29.2798865049696,-0.0006594349162253816,0.000426379323937622
33.3314159915691,-0.00033545956723920594,0.00021690241139578071
60.21696104226226,-3.363350212158745e-06,2.1746846494485126e-06
