zall,Eall,Qall
-38.0,0.0,0.0
-18.000000000000004,0.0,0.0
-18.000000000000004,0.0,-0.010382283534266755
-18.000000000000004,-0.18786875135083456,0.0
0.0,-0.18786875135083456,0.0
-0.0,-0.01615049051163269,0.010442630585938445
0.12076143425702647,-0.016057158235114066,0.010382283534266755
0.24222889501167372,-0.015963284439076065,0.010321586345347413
0.3644148790312173,-0.015868859836082033,0.010260533014082932
0.4873322537328222,-0.015773874884902086,0.010199117371277462
0.6109942725810897,-0.015678319781484644,0.010137333077799144
0.7354145913052064,-0.015582184449555113,0.010075173618501385
0.8606072849887232,-0.015485458530825082,0.010012632295892287
0.9865868660890428,-0.015388131374794311,0.009949702223540781
1.1133683034480746,-0.015290192028127186,0.00988637631920764
1.2409670423603036,-0.0151916292235844,0.00982264729768888
1.3693990257697266,-0.015092431368489733,0.009758507663358583
1.4986807166728,-0.014992586532710852,0.009693949702397486
1.6288291218107118,-0.014892082436132154,0.00962896547469314
1.7598618167411544,-0.014790906435596612,0.009563546805396726
1.891796972387036,-0.014689045511292522,0.00949768527612096
2.0246533831678635,-0.014586486252559984,0.009431372215762816
2.1584504968282823,-0.014483214843090767,0.009364598690933989
2.2932084460880837,-0.01437921704549402,0.009297355495981376
2.428948082248701,-0.014274478185199047,0.009229633142578873
2.5656910109029742,-0.014168983133665014,0.009161421848871044
2.703459629907978,-0.01406271629086616,0.009092711528148393
2.8422771697949396,-0.013955661567019542,0.009023491777032804
2.9821677368061112,-0.01384780236352107,0.008953751863151128
3.123156358765818,-0.013739121553053752,0.008883480712273503
3.265269034012239,-0.013629601458830739,0.00881266689489227
3.4085327836377335,-0.013519223832933898,0.008741298612216059
3.5529757073092774,-0.013407969833706944,0.008669363681552588
3.698627042966768,-0.01329582000216039,0.008596849521052486
3.845517230726222,-0.013182754237343608,0.008523743133785313
3.9936779813474037,-0.013068751770637363,0.008450031091117532
4.143142349661695,-0.012953791138918144,0.00837569951536104
4.293944813396518,-0.012837850156543436,0.008300734061659319
4.446121357877976,-0.012720905886104951,0.008225119899076977
4.599709567144106,-0.012602934607894425,0.008148841690856851
4.75474872205811,-0.012483911788024304,0.008071883573807394
4.911279906074985,-0.012363812045143106,0.007994229136781397
5.069346119387025,-0.012242609115682705,0.007915861398205477
5.228992402255089,-0.012120275817572072,0.007836762782618
5.390265968424289,-0.011996784012349321,0.007756915096171386
5.55321634962696,-0.01187210456560097,0.007676299501052809
5.717895552293708,-0.011746207305654382,0.007594896488775432
5.884358227727588,-0.011619060980446341,0.007512685852290378
6.052661857149256,-0.011490633212487418,0.007429646656867447
6.222866953195525,-0.011360890451838614,0.00734575720969063
6.395037279653273,-0.011229797927013296,0.007260995028112135
6.56924009143971,-0.011097319593713972,0.0071753368065064676
6.745546397103123,-0.010963418081309767,0.007088758381663679
6.924031246421518,-0.010828054636956788,0.007001234696658553
7.104774046026928,-0.010691189067259644,0.00691273976312995
